20-HCV-1030_Y_Value,20-LV-1031_HSI_InternalSetPointValue,20-LT-1031_HSI_X_Value,20-LV-1031_Z_X_Value,20-LV-1031_Z_Y_Value,20-LV-1034_HSI_InternalSetPointValue,20-LT-1034_HSI_X_Value,20-LV-1034_Z_X_Value,20-LV-1034_Z_Y_Value,20-PV-1037_HSI_InternalSetPointValue,20-PST-1037_HSI_X_Value,20-PV-1037_Z_X_Value,20-PV-1037_Z_Y_Value
50.0,2.0,1.99597454,1.99597454,48.4227028,0.9,0.9010726,0.9010726,49.486805,20.0,19.8831673,19.8831673,40.98613
50.0,2.0,1.99914807,1.99914807,48.6061764,0.9,0.9011807215,0.9011807215,49.5050615,20.0,19.8775268,19.87715865,40.948781100000005
50.0,2.0,2.002981065,2.002981065,48.8339291,0.9,0.9013153195,0.9013153195,49.5285523,20.0,19.87069895,19.870011599999998,40.898407500000005
50.0,2.0,2.0068529,2.0068529,49.0713129,0.9,0.9014557005,0.9014557005,49.553425000000004,20.0,19.86362175,19.8629818,40.8458277
50.0,2.0,2.0107951933333337,2.0107951933333337,49.323307766666666,0.9,0.9016035166666666,0.9016035166666666,49.5810265,20.0,19.857616450000002,19.8559939,40.78314206666667
50.0,2.0,2.013626,2.013626,49.50997,0.9,0.9017125,0.9017125,49.6018028,20.0,19.85139085,19.8511124,40.7358665
50.0,2.0,2.01670599,2.01670599,49.72097015,0.9,0.90183445,0.90183445,49.625896499999996,20.0,19.84591485,19.84591485,40.679546349999995
50.0,2.0,2.0203699166666667,2.0203699166666667,49.97950599999999,0.9,0.9019833196666666,0.9019833196666666,49.655710866666674,20.0,19.841333,19.8399957,40.61083943333333
50.0,2.0,2.0236520799999997,2.0236520799999997,50.21976865,0.9,0.9021202500000001,0.9021202500000001,49.68392875,20.0,19.83621595,19.83493995,40.545291899999995
50.0,2.0,2.026298,2.026298,50.4243965,0.9,0.9022334,0.9022334,49.7087,20.0,19.8323885,19.8309956,40.48443
50.0,2.0,2.02829778,2.02829778,50.58252315,0.9,0.902320478,0.902320478,49.72792605,20.0,19.8285732,19.828191750000002,40.43802305
50.0,2.0,2.03084736,2.03084736,50.79074095,0.9,0.9024333499999999,0.9024333499999999,49.753567,20.0,19.825121600000003,19.824812799999997,40.375474999999994
50.0,2.0,2.0332554600000003,2.0332554600000003,50.99545665,0.9,0.9025418165000001,0.9025418165000001,49.77910045,20.0,19.8221092,19.821840299999998,40.3123036
50.0,2.0,2.035527345,2.035527345,51.1967506,0.9,0.902645886,0.902645886,49.8045349,20.0,19.8194768,19.81924665,40.248584750000006
50.0,2.0,2.03766215,2.03766215,51.3933638,0.9,0.9027451575000001,0.9027451575000001,49.8296384,20.0,19.81723595,19.81704745,40.1852114
50.0,2.0,2.039657825,2.039657825,51.587668199999996,0.9,0.9028391659999999,0.9028391659999999,49.854748,20.0,19.8154025,19.81525135,40.1200447
50.0,2.0,2.04206741,2.04206741,51.828661999999994,0.9,0.902953772,0.902953772,49.885977499999996,20.0,19.8136711,19.81353855,40.04014205
50.0,2.0,2.043769835,2.043769835,52.01406355,0.9,0.9030356745,0.9030356745,49.91038665000001,20.0,19.81269455,19.812594400000002,39.974716150000006
50.0,2.0,2.04527414,2.04527414,52.1875744,0.9,0.90310835,0.90310835,49.93337,20.0,19.81207215,19.812044999999998,39.911975
50.0,2.0,2.046805975,2.046805975,52.3702526,0.9,0.9031826000000001,0.9031826000000001,49.95761235,20.0,19.811799999999998,19.81177235,39.846097900000004
50.0,2.0,2.0481420750000003,2.0481420750000003,52.541895,0.9,0.90324735,0.90324735,49.98052215,20.0,19.811821950000002,19.8118229,39.78212550000001
50.0,2.0,2.0492987950000003,2.0492987950000003,52.7043419,0.9,0.903303176,0.903303176,50.00234605,20.0,19.812217699999998,19.8122196,39.7193584
50.0,2.0,2.050243345,2.050243345,52.845209999999994,0.9,0.903348568,0.903348568,50.021315,20.0,19.812793749999997,19.8127861,39.664178250000006
50.0,2.0,2.0513539300000003,2.0513539300000003,53.02150345,0.9,0.903401196,0.903401196,50.04502865,20.0,19.813789999999997,19.81384405,39.59459685
50.0,2.0,2.052303675,2.052303675,53.180315050000004,0.9,0.903444797,0.903444797,50.0662613,20.0,19.81494045,19.8151472,39.53202215
50.0,2.0,2.05307436,2.05307436,53.33027595,0.9,0.9034790994999999,0.9034790994999999,50.0864277,20.0,19.81650925,19.81667135,39.47017275
50.0,2.0,2.0537091199999997,2.0537091199999997,53.469729,0.9,0.9035057805,0.9035057805,50.1051364,20.0,19.818173549999997,19.8183651,39.411399849999995
50.0,2.0,2.054280285,2.054280285,53.6119069,0.9,0.9035278735000001,0.9035278735000001,50.124116799999996,20.0,19.8201542,19.82036805,39.350487650000005
50.0,2.0,2.05475128,2.05475128,53.7452221,0.9,0.90354365,0.90354365,50.141737000000006,20.0,19.822363850000002,19.82260135,39.2928352
50.0,2.0,2.05512684,2.05512684,53.8737183,0.9,0.9035533,0.9035533,50.158571300000006,20.0,19.82479475,19.82505225,39.2361829
50.0,2.0,2.05543447,2.05543447,54.0029755,0.9,0.90355736,0.90355736,50.1753464,20.0,19.8275375,19.8277721,39.17839
50.0,2.0,2.055580495,2.055580495,54.09175635,0.9,0.9035554305,0.9035554305,50.18675615,20.0,19.82961825,19.82991885,39.13770675
50.0,2.0,2.0557019700000003,2.0557019700000003,54.2093782,0.9,0.9035476499999999,0.9035476499999999,50.2017027,20.0,19.8326311,19.83294865,39.0827337
50.0,2.0,2.0557473,2.0557473,54.319917000000004,0.9,0.9035350975,0.9035350975,50.21555,20.0,19.835802649999998,19.83596285,39.03023
50.0,2.0,2.05570364,2.05570364,54.42663385,0.9,0.9035145499999999,0.9035145499999999,50.228487,20.0,19.839103700000003,19.83945085,38.978591550000004
50.0,2.0,2.055589915,2.055589915,54.527755,0.9,0.9034905435,0.9034905435,50.24066795,20.0,19.8425398,19.8427181,38.9285168
50.0,2.0,2.055395605,2.055395605,54.62650395,0.9,0.903459572,0.903459572,50.252180100000004,20.0,19.84614465,19.8463297,38.87868
50.0,2.0,2.05512839,2.05512839,54.717756300000005,0.9,0.90342305,0.90342305,50.2624036,20.0,19.8498354,19.85002645,38.8315019
50.0,2.0,2.05479157,2.05479157,54.805745,0.9,0.90338105,0.90338105,50.27193,20.0,19.85366915,19.85386465,38.7850522
50.0,2.0,2.05440937,2.05440937,54.887645750000004,0.9,0.9033361825,0.9033361825,50.280502299999995,20.0,19.85760025,19.85760025,38.74105385
50.0,2.0,2.05394745,2.05394745,54.96668,0.9,0.9032841,0.9032841,50.2882571,20.0,19.86159325,19.86159325,38.6974201
50.0,2.0,2.0534247150000002,2.0534247150000002,55.04118685,0.9,0.903227015,0.903227015,50.2951069,20.0,19.8656788,19.8656788,38.65524875
50.0,2.0,2.052844285,2.052844285,55.1112075,0.9,0.9031650680000001,0.9031650680000001,50.301047499999996,22.0,19.86982815,19.86982815,38.6145466
50.0,2.0,2.052211045,2.052211045,55.1769,0.9,0.9030984934999999,0.9030984934999999,50.30609345,22.0,19.8741026,19.8741026,38.1330509
50.0,2.0,2.051528705,2.051528705,55.238420500000004,0.9,0.903024523,0.903024523,50.309837349999995,22.0,19.8819618,19.8819618,37.4193583
50.0,2.0,2.05081134,2.05081134,55.296519,0.9,0.9029363699999999,0.9029363699999999,50.3113327,22.0,19.8986435,19.8986435,36.7186824
50.0,2.0,2.05006937,2.05006937,55.35178565,0.9,0.9028287255,0.9028287255,50.3097985,22.0,19.9236593,19.9236593,36.033512
50.0,2.0,2.0492978099999997,2.0492978099999997,55.40377235,0.9,0.9026962745,0.9026962745,50.304418,22.0,19.9568087,19.9568087,35.3669036
50.0,2.0,2.0484896900000003,2.0484896900000003,55.45213135,0.9,0.9025349174999999,0.9025349174999999,50.294542899999996,22.0,19.9951973,19.997377399999998,34.719997
50.0,2.0,2.04763734,2.04763734,55.49623,0.9,0.9023410195,0.9023410195,50.279526849999996,22.0,20.04211615,20.04462145,34.09506355
50.0,2.0,2.046726225,2.046726225,55.5351448,0.9,0.9021103500000001,0.9021103500000001,50.2586673,22.0,20.0926361,20.098384850000002,33.4939663
50.0,2.0,2.045748575,2.045748575,55.568248800000006,0.9,0.901841122,0.901841122,50.2315421,22.0,20.15102005,20.157269499999998,32.91760395
50.0,2.0,2.04469542,2.04469542,55.59502985,0.9,0.9015313254999999,0.9015313254999999,50.1977528,22.0,20.21748745,20.2208757,32.3661822
50.0,2.0,2.043559075,2.043559075,55.614743399999995,0.9,0.901180385,0.901180385,50.1569977,22.0,20.28132435,20.28837685,31.841098
50.0,2.0,2.04207361,2.04207361,55.6322519,0.9,0.900702387,0.900702387,50.09848175,22.0,20.3741508,20.3741508,31.2196738
50.0,2.0,2.040729165,2.040729165,55.6352323,0.9,0.90025735,0.90025735,50.04122355,22.0,20.44902225,20.44902225,30.75022505
50.0,2.0,2.039284315,2.039284315,55.6276169,0.9,0.8997693,0.8997693,49.97612575,22.0,20.52674675,20.52674675,30.32273105
50.0,2.0,2.037738085,2.037738085,55.612117749999996,0.9,0.8992404,0.8992404,49.90335,22.0,20.6059131,20.6059131,29.91651725
50.0,2.0,2.036256075,2.036256075,55.5882386,0.9,0.898728615,0.898728615,49.8310161,22.0,20.6747942,20.6788807,29.5885582
50.0,2.0,2.03433843,2.03433843,55.55339,0.9,0.8980619235,0.8980619235,49.73417095,22.0,20.7689743,20.7689743,29.1916811
50.0,2.0,2.032484415,2.032484415,55.50972555,0.9,0.89741543,0.89741543,49.63785745,22.0,20.84710025,20.851205800000002,28.871850000000002
50.0,2.0,2.030733705,2.030733705,55.461046249999995,0.9,0.8968035345,0.8968035345,49.545075,22.0,20.9213505,20.9254961,28.61640645
50.0,2.0,2.02847974,2.02847974,55.393635,0.9,0.8960169689999999,0.8960169689999999,49.422165,22.0,21.0115538,21.01564505,28.31552215
50.0,2.0,2.0263369100000004,2.0263369100000004,55.32123825,0.9,0.8952721795,0.8952721795,49.303445800000006,22.0,21.097127,21.097127,28.07840635
50.0,2.0,2.024112105,2.024112105,55.239765000000006,0.9,0.894501534,0.894501534,49.177915,22.0,21.178050550000002,21.178050550000002,27.86815335
50.0,2.0,2.0218079099999997,2.0218079099999997,55.1492,0.9,0.89370655,0.89370655,49.045650499999994,22.0,21.257823950000002,21.257823950000002,27.684034349999997
50.0,2.0,2.019426465,2.019426465,55.04945755,0.9,0.8928872,0.8928872,48.906572350000005,22.0,21.33588985,21.33588985,27.5251293
50.0,2.0,2.0169740750000003,2.0169740750000003,54.94086075,0.9,0.892051676,0.892051676,48.7616615,22.0,21.40817215,21.411955,27.3900566
50.0,2.0,2.0144700999999996,2.0144700999999996,54.82433895,0.9,0.89120305,0.89120305,48.61124255,22.0,21.4826441,21.4863262,27.2790203
50.0,2.0,2.01203918,2.01203918,54.707325,0.9,0.890385032,0.890385032,48.461277,22.0,21.554863,21.554863,27.1860428
50.0,2.0,2.00983363,2.00983363,54.59345055,0.9,0.88964885,0.88964885,48.329658800000004,22.0,21.607395150000002,21.61431215,27.141749349999998
50.0,2.0,2.00734,2.00734,54.46367645,0.9,0.8888230025,0.8888230025,48.1717491,22.0,21.6752882,21.678647050000002,27.0869112
50.0,2.0,2.0046877050000003,2.0046877050000003,54.31939505,0.9,0.8879520999999999,0.8879520999999999,48.00399590000001,22.0,21.74046515,21.743684350000002,27.0552626
50.0,2.0,2.00201532,2.00201532,54.168775,0.9,0.88708325,0.88708325,47.83191825,22.0,21.80279255,21.805789949999998,27.04143145
50.0,2.0,1.99946606,1.99946606,54.0201383,0.9,0.8862625,0.8862625,47.663935,22.0,21.862158800000003,21.862158800000003,27.043696949999998
50.0,2.0,1.996775685,1.996775685,53.85795885,0.9,0.8854054769999999,0.8854054769999999,47.48653775,22.0,21.918491349999996,21.918491349999996,27.06484315
50.0,2.0,1.9940931800000001,1.9940931800000001,53.6909775,0.9,0.884560496,0.884560496,47.3069439,22.0,21.971693000000002,21.971693000000002,27.101326
50.0,2.0,1.99143076,1.99143076,53.519953,0.9,0.8837314549999999,0.8837314549999999,47.12579805,22.0,22.02166,22.02166,27.1519699
50.0,2.0,1.98879194,1.98879194,53.345116000000004,0.9,0.8829201,0.8829201,46.943302149999994,22.0,22.0684062,22.0684062,27.215703949999998
50.0,2.0,1.9861850699999999,1.9861850699999999,53.16705785,0.9,0.8821292295000001,0.8821292295000001,46.76009645,22.0,22.111974699999998,22.111974699999998,27.2914248
50.0,2.0,1.983237265,1.983237265,52.959252449999994,0.9,0.8812484,0.8812484,46.54986755,22.0,22.15409085,22.15791985,27.391427
50.0,2.0,1.980342445,1.980342445,52.74947655,0.9,0.880399021,0.880399021,46.341974300000004,22.0,22.19651125,22.1999836,27.50162265
50.0,2.0,1.978141125,1.978141125,52.5791855,0.9,0.8797623,0.8797623,46.1684769,22.0,22.2298474,22.2298474,27.605480200000002
50.0,2.0,1.97550635,1.97550635,52.378699999999995,0.9,0.87901755,0.87901755,45.97757645,22.0,22.26000885,22.26285745,27.7231846
50.0,2.0,1.9733087999999999,1.9733087999999999,52.19929395,0.9,0.8784068525,0.8784068525,45.80155375,22.0,22.28709275,22.288332750000002,27.8429098
50.0,2.0,1.97106582,1.97106582,52.012777400000004,0.9,0.87779705,0.87779705,45.622905700000004,22.0,22.3111841,22.31228,27.9696455
50.0,2.0,1.968904735,1.968904735,51.82673455,0.9,0.87722325,0.87722325,45.446380000000005,22.0,22.332444199999998,22.333399800000002,28.101207700000003
50.0,2.0,1.966828705,1.966828705,51.64154765000001,0.9,0.876686007,0.876686007,45.2722679,22.0,22.35096645,22.3518524,28.2367411
50.0,2.0,1.964850605,1.964850605,51.4582164,0.9,0.87618865,0.87618865,45.10127815,22.0,22.3667936,22.367547350000002,28.37513445
50.0,2.0,1.96352088,1.96352088,51.3272934,0.9,0.8758628,0.8758628,44.9778671,22.0,22.3770351,22.3770351,28.4798622
50.0,2.0,1.9616190800000002,1.9616190800000002,51.14176365,0.9,0.87541415,0.87541415,44.80961345,22.0,22.38833425,22.38878725,28.62245465
50.0,2.0,1.95990759,1.95990759,50.9641289,0.9,0.8750264945,0.8750264945,44.64777565,22.0,22.39683065,22.39757255,28.7652159
50.0,2.0,1.9583040500000002,1.9583040500000002,50.7896252,0.9,0.8746811000000001,0.8746811000000001,44.489995,22.0,22.4034693,22.403984100000002,28.9080906
50.0,2.0,1.9568090900000001,1.9568090900000001,50.61841825,0.9,0.8743784305,0.8743784305,44.336386250000004,22.0,22.40790745,22.408214100000002,29.0506363
50.0,2.0,1.9554255,1.9554255,50.45101,0.9,0.87411875,0.87411875,44.187351199999995,22.0,22.4104748,22.410591500000002,29.1922962
50.0,2.0,1.95414925,1.95414925,50.28723375,0.9,0.873900083,0.873900083,44.04261015,22.0,22.4110775,22.4110136,29.332570099999998
50.0,2.0,1.952990895,1.952990895,50.12809815,0.9,0.8737253739999999,0.8737253739999999,43.902982449999996,22.0,22.40997075,22.40973375,29.47084425
50.0,2.0,1.95193416,1.95193416,49.9727161,0.9,0.8735921735000001,0.8735921735000001,43.76811,22.0,22.4072237,22.40683625,29.60686015
50.0,2.0,1.95095533,1.95095533,49.81991,0.9,0.8734990955,0.8734990955,43.6380863,22.0,22.403027899999998,22.40249805,29.74017095
50.0,2.0,1.95008272,1.95008272,49.67155165,0.9,0.8734457,0.8734457,43.51304885,22.0,22.3974562,22.3967991,29.870358500000002
50.0,2.0,1.949328125,1.949328125,49.52857745,0.9,0.8734351499999999,0.8734351499999999,43.39361385,22.0,22.39053845,22.38976325,29.997004150000002
50.0,2.0,1.94868428,1.94868428,49.3907452,0.9,0.8734635749999999,0.8734635749999999,43.2794285,22.0,22.382573100000002,22.381693849999998,30.12003325
50.0,2.0,1.948149445,1.948149445,49.25808775,0.9,0.87353025,0.87353025,43.1704571,22.0,22.3736158,22.3726455,30.2392349
50.0,2.0,1.9477379350000001,1.9477379350000001,49.131795,0.9,0.873627071,0.873627071,43.06593515,22.0,22.3638105,22.3632936,30.354876349999998
50.0,2.0,1.9473867999999999,1.9473867999999999,48.99539945,0.9,0.8737825,0.8737825,42.9552061,22.0,22.352049,22.351483350000002,30.4793806
50.0,2.0,1.94714409,1.94714409,48.8648271,0.9,0.873987168,0.873987168,42.85195,22.0,22.33822345,22.33822345,30.597825049999997
50.0,2.0,1.94705629,1.94705629,48.768892300000005,0.9,0.8741677999999999,0.8741677999999999,42.775205,22.0,22.3286724,22.3280687,30.6866875
50.0,2.0,1.947048905,1.947048905,48.6516232,0.9,0.8744364085,0.8744364085,42.6825328,22.0,22.3149886,22.31436255,30.795496
50.0,2.0,1.94714862,1.94714862,48.553703299999995,0.9,0.8747296929999999,0.8747296929999999,42.608615,22.0,22.302036299999997,22.3007393,30.88623425
50.0,2.0,1.947342215,1.947342215,48.4616539,0.9,0.875039079,0.875039079,42.53822515,22.0,22.28888295,22.2875632,30.9729357
50.0,2.0,1.947625995,1.947625995,48.375374,0.9,0.87537655,0.87537655,42.4730091,22.0,22.275555,22.2742147,31.05498305
50.0,2.0,1.94789255,1.94789255,48.3142128,0.9,0.875646651,0.875646651,42.4273224,22.0,22.2653866,22.2640381,31.1134949
50.0,2.0,1.948305845,1.948305845,48.236744,0.9,0.8760116675,0.8760116675,42.368565000000004,22.0,22.25248805,22.25110725,31.187849999999997
50.0,2.0,1.9487589,1.9487589,48.17506025,0.9,0.876377,0.876377,42.3246403,22.0,22.23954485,22.2388668,31.24839055
50.0,2.0,1.949402685,1.949402685,48.10061455,0.9,0.8768505,0.8768505,42.270873550000005,22.0,22.225254999999997,22.2238798,31.32154755
50.0,2.0,1.9500632850000001,1.9500632850000001,48.04089785,0.9,0.8773036000000001,0.8773036000000001,42.2294134,22.0,22.21168995,22.2103262,31.3815546
50.0,2.0,1.950793205,1.950793205,47.986580000000004,0.9,0.8777771205,0.8777771205,42.1926727,22.0,22.19822405,22.1968746,31.43711475
50.0,2.0,1.95158893,1.95158893,47.9376698,0.9,0.8782693,0.8782693,42.1606067,22.0,22.18495265,22.18362525,31.4883194
50.0,2.0,1.952448285,1.952448285,47.8941522,0.9,0.8787794655000001,0.8787794655000001,42.133197800000005,22.0,22.1718464,22.1705427,31.53523195
50.0,2.0,1.9533655049999998,1.9533655049999998,47.85572055,0.9,0.8793055415,0.8793055415,42.1101538,22.0,22.15897825,22.1577015,31.578018200000002
50.0,2.0,1.95433581,1.95433581,47.82226945,0.9,0.8798458499999999,0.8798458499999999,42.0913679,22.0,22.14641285,22.14516735,31.61681365
50.0,2.0,1.9553552299999999,1.9553552299999999,47.7936306,0.9,0.880398981,0.880398981,42.07668795,22.0,22.13417875,22.132967,31.65176
50.0,2.0,1.9564191100000001,1.9564191100000001,47.7696686,0.9,0.880963653,0.880963653,42.06606865,22.0,22.1222506,22.1210724,31.682915
50.0,2.0,1.9575234049999999,1.9575234049999999,47.7502174,0.9,0.881538226,0.881538226,42.059304999999995,22.0,22.110714899999998,22.10957665,31.71047755
50.0,2.0,1.95866543,1.95866543,47.735167849999996,0.9,0.88212175,0.88212175,42.0562886,22.0,22.099533899999997,22.09843385,31.734560950000002
50.0,2.0,1.959780275,1.959780275,47.72074885000001,0.9,0.8826828840000001,0.8826828840000001,42.0528434,22.0,22.088751799999997,22.088216799999998,31.755894050000002
50.0,2.0,1.9610446700000002,1.9610446700000002,47.717515,0.9,0.883309883,0.883309883,42.06088155,22.0,22.0783663,22.077348100000002,31.772976399999997
50.0,2.0,1.9622126249999998,1.9622126249999998,47.71095215,0.9,0.8838818500000001,0.8838818500000001,42.064216650000006,22.0,22.0683918,22.067898749999998,31.7880583
50.0,2.0,1.963527265,1.963527265,47.71544455,0.9,0.884518219,0.884518219,42.078817349999994,22.0,22.058833399999997,22.05789945,31.7992592
50.0,2.0,1.96479845,1.96479845,47.71986605,0.9,0.8851268999999999,0.8851268999999999,42.09243895,22.0,22.0497093,22.0488195,31.808235
50.0,2.0,1.965955495,1.965955495,47.7200569,0.9,0.8856759275,0.8856759275,42.10079,22.0,22.04101275,22.04101275,31.81551285
50.0,2.0,1.96731764,1.96731764,47.7348676,0.9,0.8863171,0.8863171,42.12415,22.0,22.032742499999998,22.03233435,31.8190031
50.0,2.0,1.968624235,1.968624235,47.748933750000006,0.9,0.8869272,0.8869272,42.1460667,22.0,22.02489795,22.024511699999998,31.82063875
50.0,2.0,1.9698708649999999,1.9698708649999999,47.7620634,0.9,0.8875052999999999,0.8875052999999999,42.166442700000005,22.0,22.01747515,22.01747515,31.82049
50.0,2.0,1.97118591,1.97118591,47.78176115,0.9,0.8881114999999999,0.8881114999999999,42.1932335,22.0,22.01047285,22.01047285,31.817954999999998
50.0,2.0,1.972567945,1.972567945,47.807990000000004,0.9,0.8887449734999999,0.8887449734999999,42.22634885,22.0,22.0038881,22.00356575,31.81320855
50.0,2.0,1.973814725,1.973814725,47.82883645,0.9,0.8893135240000001,0.8893135240000001,42.253479,22.0,21.997705,21.997705,31.807382750000002
50.0,2.0,1.975187095,1.975187095,47.85961915,0.9,0.8899366154999999,0.8899366154999999,42.29051665,22.0,21.99192525,21.9916525,31.7993332
50.0,2.0,1.976486445,1.976486445,47.88869095,0.9,0.8905242385000001,0.8905242385000001,42.3254417,22.0,21.98653505,21.9862726,31.7900772
50.0,2.0,1.977903305,1.977903305,47.921855,0.9,0.8911623655,0.8911623655,42.36486,22.0,21.98105625,21.980824499999997,31.7781328
50.0,2.0,1.97936964,1.97936964,47.96087455,0.9,0.8918208335,0.8918208335,42.409990300000004,22.0,21.976001750000002,21.97556595,31.76448295
50.0,2.0,1.980627895,1.980627895,47.995596250000006,0.9,0.892384421,0.892384421,42.44996705,22.0,21.9717916,21.97139055,31.75123
50.0,2.0,1.9818693399999998,1.9818693399999998,48.03177625,0.9,0.892939221,0.892939221,42.491252849999995,22.0,21.967927,21.9675598,31.736959499999998
50.0,2.0,1.98309213,1.98309213,48.0693,0.9,0.8934847775,0.8934847775,42.533756249999996,22.0,21.9643965,21.9640636,31.7217846
50.0,2.0,1.9842351699999998,1.9842351699999998,48.104505,0.9,0.8939941499999999,0.8939941499999999,42.57385445,22.0,21.9612074,21.9610529,31.70597075
50.0,2.0,1.9854181400000002,1.9854181400000002,48.14438265,0.9,0.8945206405,0.8945206405,42.6185856,22.0,21.95832725,21.95818805,31.689280500000002
50.0,2.0,1.986579415,1.986579415,48.185272,0.9,0.8950368,0.8950368,42.66423035,22.0,21.95574075,21.95561575,31.67197585
50.0,2.0,1.9876593200000001,1.9876593200000001,48.22363215,0.9,0.89551675,0.89551675,42.7073233,22.0,21.953446399999997,21.953446399999997,31.6542721
50.0,2.0,1.98888415,1.98888415,48.27271385,0.9,0.8960601985000001,0.8960601985000001,42.76109125,22.0,21.95141555,21.95122915,31.6357668
50.0,2.0,1.9899646450000001,1.9899646450000001,48.3152168,0.9,0.8965404785,0.8965404785,42.8084069,22.0,21.949632649999998,21.949467650000003,31.6168861
50.0,2.0,1.99101597,1.99101597,48.35859645,0.9,0.8970083,0.8970083,42.85658290000001,22.0,21.94809055,21.94795035,31.59811285
50.0,2.0,1.991987825,1.991987825,48.399085,0.9,0.8974413155000001,0.8974413155000001,42.9019773,22.0,21.946770700000002,21.946708700000002,31.5789318
50.0,2.0,1.992982985,1.992982985,48.44273565,0.9,0.897885,0.897885,42.950653200000005,22.0,21.9456768,21.9456253,31.5592709
50.0,2.0,1.9939013700000001,1.9939013700000001,48.484145,0.9,0.8982948765000001,0.8982948765000001,42.996988650000006,22.0,21.944801050000002,21.944801050000002,31.54001425
50.0,2.0,1.99488741,1.99488741,48.5312179,0.9,0.898734967,0.898734967,43.04914,22.0,21.94412995,21.944099450000003,31.520379050000003
50.0,2.0,1.99552345,1.99552345,48.5615578,0.9,0.899019837,0.899019837,43.08336,22.0,21.94373,21.94373,31.5057087
50.0,2.0,1.996448815,1.996448815,48.60820305,0.9,0.8994345065,0.8994345065,43.135310000000004,22.0,21.9433756,21.9433525,31.48610785
50.0,2.0,1.997298955,1.997298955,48.65207485,0.9,0.899816376,0.899816376,43.18455885,22.0,21.9431715,21.94316385,31.466614749999998
50.0,2.0,1.998116435,1.998116435,48.6956534,0.9,0.90018465,0.90018465,43.233665,22.0,21.94311905,21.9431257,31.4472106
50.0,2.0,1.99889946,1.99889946,48.73878,0.9,0.9005388999999999,0.9005388999999999,43.28250315,22.0,21.9432106,21.943232899999998,31.428015700000003
50.0,2.0,1.999647975,1.999647975,48.78136865,0.9,0.900879228,0.900879228,43.33102605,22.0,21.9434485,21.94348145,31.40899655
50.0,2.0,2.0003615650000004,2.0003615650000004,48.823345200000006,0.9,0.9012052155,0.9012052155,43.3791114,22.0,21.94382,21.943866149999998,31.3902262
50.0,2.0,2.0010422500000002,2.0010422500000002,48.864745,0.9,0.9015176,0.9015176,43.426786,22.0,21.94430215,21.94435885,31.37170125
50.0,2.0,2.001690505,2.001690505,48.90554,0.9,0.90181645,0.90181645,43.4740175,22.0,21.9448814,21.944947300000003,31.353488300000002
50.0,2.0,2.0023070599999997,2.0023070599999997,48.945711149999994,0.9,0.9021022,0.9021022,43.520818,22.0,21.945544400000003,21.94561865,31.335555
50.0,2.0,2.00289166,2.00289166,48.9851866,0.9,0.902374523,0.902374523,43.56707,22.0,21.9462913,21.946374900000002,31.3179371
50.0,2.0,2.003443865,2.003443865,49.02386475,0.9,0.90263325,0.90263325,43.6126709,22.0,21.94712925,21.9472208,31.30069725
50.0,2.0,2.00406863,2.00406863,49.069829999999996,0.9,0.9029276075,0.9029276075,43.6673603,22.0,21.9482775,21.948326100000003,31.27962015
50.0,2.0,2.004553555,2.004553555,49.1068497,0.9,0.9031575705,0.9031575705,43.711569999999995,22.0,21.94931125,21.94931125,31.26321885
50.0,2.0,2.005007385,2.005007385,49.1429378,0.9,0.90337465,0.90337465,43.755059,22.0,21.95029215,21.95034555,31.2472162
50.0,2.0,2.00543177,2.00543177,49.178141350000004,0.9,0.9035792825,0.9035792825,43.79781165,22.0,21.951429349999998,21.951429349999998,31.23162935
50.0,2.0,2.0058285,2.0058285,49.21253,0.9,0.9037715735,0.9037715735,43.839801,22.0,21.9525051,21.9525623,31.21645355
50.0,2.0,2.00619526,2.00619526,49.2459049,0.9,0.90395118,0.90395118,43.88093375,22.0,21.95361615,21.9537358,31.2017126
50.0,2.0,2.0065344400000003,2.0065344400000003,49.2783413,0.9,0.9041186845,0.9041186845,43.9212055,22.0,21.95481015,21.95493125,31.1873951
50.0,2.0,2.0068464,2.0068464,49.309795,0.9,0.90427435,0.90427435,43.960589999999996,22.0,21.95602895,21.956151,31.1735239
50.0,2.0,2.007131695,2.007131695,49.34028625,0.9,0.90441835,0.90441835,43.999116900000004,22.0,21.957262,21.95738695,31.1600809
50.0,2.0,2.0073297,2.0073297,49.3625565,0.9,0.9045192,0.9045192,44.0274429,22.0,21.9581966,21.9583244,31.15027
50.0,2.0,2.007557425,2.007557425,49.390577300000004,0.9,0.9046369999999999,0.9046369999999999,44.06353,22.0,21.95951655,21.95951655,31.13752555
50.0,2.0,2.0077746650000003,2.0077746650000003,49.418414999999996,0.9,0.904750722,0.904750722,44.0995941,22.0,21.9607868,21.9607868,31.1252918
50.0,2.0,2.00795084,2.00795084,49.442267099999995,0.9,0.9048442,0.9048442,44.130713799999995,22.0,21.9618845,21.96194835,31.114972950000002
50.0,2.0,2.008138735,2.008138735,49.47108455,0.9,0.9049462975,0.9049462975,44.1688185,22.0,21.96336065,21.96336065,31.102149
50.0,2.0,2.008286955,2.008286955,49.495915,0.9,0.9050286114999999,0.9050286114999999,44.201983549999994,22.0,21.9646429,21.9646429,31.0912209
50.0,2.0,2.008413435,2.008413435,49.519729999999996,0.9,0.90510095,0.90510095,44.2341522,22.0,21.9659243,21.9659243,31.0807335
